,numOfTraders,minNumOfUnitsPerTrader,maxNumOfUnitsPerTrader,maxNoiseSize,Total buyers,Total sellers,Total traders,Min total traders,Total units,Max units per trader,Min units per trader,Normalized max units per trader,stddev,Optimal buyers,Optimal sellers,Optimal units,Optimal gain,MUDA-lottery gain,MUDA-Vickrey traders gain,MUDA-Vickrey total gain
11,800.0,10.0,10.0,250.0,80.0,80.0,160.0,80.0,1600.0,10.0,10.0,1.0,126.49110640673517,39.0,39.0,390.0,101008.89958970528,68827.01732766241,56408.30756831447,92224.41810459667
12,800.0,10.0,100.0,250.0,8.0,8.0,16.0,8.0,1600.0,100.0,100.0,1.0,400.0,42.0,42.0,420.0,97772.94936622039,28009.801118148927,8655.000572091443,39496.32359224251
13,800.0,10.0,1000.0,250.0,1.0,1.0,2.0,1.0,1600.0,800.0,800.0,1.0,1131.370849898476,38.0,38.0,380.0,99206.50032833876,0.0,0.0,0.0
14,800.0,10.0,10000.0,250.0,1.0,1.0,2.0,1.0,1600.0,800.0,800.0,1.0,1131.370849898476,42.0,42.0,420.0,107251.95613902397,0.0,0.0,0.0
15,800.0,10.0,100000.0,250.0,1.0,1.0,2.0,1.0,1600.0,800.0,800.0,1.0,1131.370849898476,41.0,41.0,410.0,88774.45978004343,0.0,0.0,0.0
16,800.0,10.0,1000000.0,250.0,1.0,1.0,2.0,1.0,1600.0,800.0,800.0,1.0,1131.370849898476,39.0,39.0,390.0,90553.41413542329,0.0,0.0,0.0
17,800.0,10.0,10.0,250.0,80.0,80.0,160.0,80.0,1600.0,10.0,10.0,1.0,126.49110640673517,44.0,44.0,440.0,105533.53213454902,100914.31282892621,89641.87394827965,104193.07813723567
18,800.0,10.0,100.0,250.0,8.0,8.0,16.0,8.0,1600.0,100.0,100.0,1.0,400.0,36.0,36.0,360.0,81954.41217009505,70823.47771999065,62798.05827464428,79139.47401253374
19,800.0,10.0,1000.0,250.0,1.0,1.0,2.0,1.0,1600.0,800.0,800.0,1.0,1131.370849898476,44.0,44.0,440.0,102053.50204281823,0.0,0.0,0.0
20,800.0,10.0,10000.0,250.0,1.0,1.0,2.0,1.0,1600.0,800.0,800.0,1.0,1131.370849898476,38.0,38.0,380.0,90224.5804683058,0.0,0.0,0.0
21,800.0,10.0,100000.0,250.0,1.0,1.0,2.0,1.0,1600.0,800.0,800.0,1.0,1131.370849898476,40.0,40.0,400.0,107920.75610677109,0.0,0.0,0.0
22,800.0,10.0,1000000.0,250.0,1.0,1.0,2.0,1.0,1600.0,800.0,800.0,1.0,1131.370849898476,40.0,40.0,400.0,102961.79765699632,0.0,0.0,0.0
